Geneid	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
ENSG00000019144	126	41	20	165	116	75	52	115	41	56	83
ENSG00000019169	130	76	1292	1966	46	16	4	10	6	58	10
ENSG00000019186	3245	923	28	1353	3801	323	432	673	830	201	4355
ENSG00000019485	360	112	70	188	409	255	198	453	353	661	331
ENSG00000019505	12	6	0	38	70	16	106	214	12	18	114
ENSG00000019549	682	578	70	592	851	98	182	494	286	10	800
ENSG00000019582	32624	7465	12003	37953	22259	55571	11505	29147	78512	46161	14457
ENSG00000019991	138	181	30	64	26	19	18	52	41	8	20
ENSG00000019995	362	322	895	460	254	157	124	172	157	112	175
ENSG00000020129	1095	429	224	789	1425	1134	531	1129	1131	1278	682
ENSG00000020181	0	7	0	32	9	2	0	2	0	0	2
ENSG00000020219	8	0	0	0	6	4	0	0	3	8	0
ENSG00000020256	622	395	164	361	406	404	382	661	507	402	417
ENSG00000020426	2147	1038	323	1220	1888	1595	1878	3526	2714	1979	1937
ENSG00000020577	436	686	166	476	290	361	380	677	374	334	345
ENSG00000020633	535	305	675	798	394	535	150	268	558	161	339
ENSG00000020922	1313	575	291	798	1096	1044	899	1908	1172	646	1032
ENSG00000021300	1250	254	76	1590	2394	1405	1100	1838	1694	8275	1800
ENSG00000021355	26681	24965	28855	47405	9939	11792	6041	10893	14930	8542	6326
ENSG00000021461	11	4	0	0	14	1	3	9	26	0	9
ENSG00000021488	89	30	2	34	124	34	47	94	128	71	60
ENSG00000021574	2501	1461	528	1503	1196	765	1338	2799	1270	556	1277
ENSG00000021645	171	77	4	126	170	32	126	438	304	226	282
ENSG00000021762	555	237	274	583	441	846	463	915	417	718	661
ENSG00000021776	2777	1434	702	1654	2298	2088	1666	2681	2500	1040	1930
ENSG00000021826	94	32	2	8	70	14	6	32	56	8	34
ENSG00000021852	42	16	16	8	16	11	27	4	0	0	2
ENSG00000022267	244	160	22	147	204	418	168	300	208	378	118
ENSG00000022277	3282	1968	3846	5003	1700	2616	1322	2201	2387	2987	1631
ENSG00000022355	2	0	2	0	0	0	0	0	0	0	0
ENSG00000022556	116	118	138	112	52	262	151	618	674	133	66
ENSG00000022567	1896	957	3758	4087	1188	1260	659	1808	1782	2010	960
ENSG00000022840	5640	5007	10771	8466	3740	8794	2431	4288	4097	8221	2597
ENSG00000022976	89	50	126	267	134	302	102	193	182	154	152
ENSG00000023041	2319	1831	1362	1600	1564	2081	1400	2651	1782	1393	1575
ENSG00000023171	991	703	460	765	509	1217	462	729	601	639	410
ENSG00000023191	4524	3122	2794	5700	3736	5127	3190	5507	4681	7591	4518
ENSG00000023228	3898	2650	1040	2643	3287	2348	3255	5369	3283	2153	3419
ENSG00000023287	7256	4135	5160	6435	4220	2269	4857	10291	4724	2531	5209
ENSG00000023318	7750	4591	3020	5080	4926	3876	3729	6529	6045	3651	4618
ENSG00000023330	2016	1491	2076	2294	1246	3261	1115	2505	1475	2488	1291
ENSG00000023445	3073	3296	2415	5200	3035	860	938	2725	2567	1907	1947
ENSG00000023516	4634	1615	342	1782	2346	1482	2506	5937	2690	774	3989
ENSG00000023572	1775	1236	285	810	1031	838	1242	2619	1436	1195	1232
ENSG00000023608	1801	697	5049	1817	872	490	947	2086	984	720	990
ENSG00000023697	2006	1894	911	1310	1352	1995	1557	2657	2085	1558	1697
ENSG00000023734	8464	6028	2932	4584	4560	5014	4928	8287	5368	4321	5607
ENSG00000023839	303	128	118	171	184	361	330	680	306	327	125
ENSG00000023892	1863	1028	1162	2001	1270	2366	964	1791	1775	1246	1136
ENSG00000023902	705	413	1897	2092	363	689	297	544	630	850	465
ENSG00000023909	5296	5013	1521	3914	3122	3101	4428	10755	3337	2045	4900
ENSG00000024048	3968	2365	2270	3864	2277	2778	2548	5243	3132	1069	3702
ENSG00000024422	255	366	146	642	462	90	23	71	132	568	76
ENSG00000024526	279	483	57	358	276	176	222	962	180	226	120
ENSG00000024862	3531	1506	1419	2325	3230	2909	2666	4303	5577	4441	2636
ENSG00000025039	3165	2292	3248	3007	2730	3370	3817	5327	3970	3255	2835
ENSG00000025156	1881	1304	480	1106	1519	1700	2639	3938	2128	872	2423
ENSG00000025293	2130	1038	2151	2485	1631	1211	1150	2395	1585	1393	1388
ENSG00000025423	26	40	6	20	32	208	201	354	34	48	37
ENSG00000025434	424	231	152	353	400	562	209	514	391	595	392
ENSG00000025708	4130	1457	3470	14145	4104	3117	1775	5465	7290	3486	8200
ENSG00000025770	1006	624	999	1499	644	1230	735	1167	1122	1285	1014
ENSG00000025772	1192	617	530	1301	1257	2290	1162	2144	1994	3964	1000
ENSG00000025796	7824	4558	1460	4374	4555	5315	6931	11413	6049	2814	7622
ENSG00000025800	1385	1085	987	1432	1439	1178	827	1787	1265	1479	963
ENSG00000026025	5854	13308	11042	19027	2304	2576	1847	2258	3949	1576	1575
ENSG00000026036	14	28	22	42	11	22	6	14	1	14	12
ENSG00000026103	3955	1386	1503	3148	1664	846	1420	2826	1966	516	2762
ENSG00000026297	2449	952	2377	3996	703	2319	883	1561	1446	2482	817
ENSG00000026508	44788	34494	44340	73625	15512	9130	5522	15217	6667	3044	11787
ENSG00000026559	12	6	18	34	35	12	4	32	16	22	27
ENSG00000026652	778	880	241	555	838	1337	425	1394	425	1094	263
ENSG00000026751	1057	678	3741	4906	368	190	114	235	766	226	466
ENSG00000026950	1539	260	801	2110	812	2011	488	1428	2433	563	909
ENSG00000027001	2737	942	252	1388	2662	3456	3410	6422	4536	5763	4814
ENSG00000027075	1373	1049	3184	2410	736	641	362	990	821	610	525
ENSG00000027644	0	0	0	4	0	0	2	0	0	0	0
ENSG00000027697	16411	8454	21311	24207	5929	5830	4166	10137	4885	3001	6479
ENSG00000027847	808	392	334	785	726	1245	578	1130	1180	1404	822
ENSG00000027869	71	36	61	86	33	43	16	20	101	46	49
ENSG00000028116	553	406	417	522	401	380	344	586	437	169	504
ENSG00000028137	13122	3006	33592	49439	761	1936	194	338	512	788	158
ENSG00000028203	2650	1643	766	1579	1643	1261	1769	4013	2216	1409	2010
ENSG00000028277	317	268	790	823	243	142	122	455	275	348	256
ENSG00000028310	978	760	611	1076	789	1894	931	1826	1148	1424	1127
ENSG00000028528	3425	1883	1928	3351	2763	2234	1198	2302	2367	3176	1690
ENSG00000028839	1975	1304	345	928	1529	785	1326	2356	2039	1325	1091
ENSG00000029153	1767	2399	2034	2188	1543	1117	834	1847	1168	1472	936
ENSG00000029363	14911	7735	3709	9081	9070	7628	11349	19568	11227	4218	12405
ENSG00000029364	4782	4008	1692	2764	3776	5454	3468	6740	5041	2603	4725
ENSG00000029534	96	102	30	34	84	122	56	123	121	54	102
ENSG00000029559	2	0	0	6	2	0	2	6	8	0	2
ENSG00000029639	564	361	138	240	493	611	588	1077	844	436	581
ENSG00000029725	2134	889	586	1219	1117	841	1499	3223	1463	552	2036
ENSG00000029993	3530	1826	1110	2258	4275	2618	1259	2133	1638	3002	1478
ENSG00000030066	2799	1570	442	1340	1568	1246	1643	3815	1827	843	2271
ENSG00000030110	1337	1012	850	956	912	1486	543	916	1116	904	996
ENSG00000030304	2	1	2	0	4	14	8	3	8	2	11
ENSG00000030419	4727	3525	600	2516	2888	2947	3468	9221	4580	1572	3962
ENSG00000030582	8082	6233	29755	15937	3562	9039	2471	4503	4277	5610	2978
ENSG00000031003	3772	1914	1059	1810	1917	1334	1696	3254	2006	1044	2507
ENSG00000031081	138	92	329	486	127	183	38	62	93	72	95
ENSG00000031691	559	350	126	359	292	194	378	692	294	160	569
ENSG00000031698	2829	2220	1934	2592	2313	3863	1835	2744	3212	5216	2139
ENSG00000031823	1277	770	928	1360	1157	1422	762	1599	1243	2034	1207
ENSG00000032219	1438	963	1102	1382	659	564	814	1358	947	241	1043
ENSG00000032389	1528	780	553	1270	1868	1664	1107	2117	2101	2713	1691
ENSG00000032444	2035	1283	2386	3864	870	650	274	683	772	1509	472
ENSG00000032742	3544	1275	335	2692	3944	3954	6491	11014	6828	2798	6327
ENSG00000033011	673	392	172	704	548	811	690	926	511	389	753
ENSG00000033030	2375	1725	577	1001	1654	1294	1411	2797	1547	840	1635
ENSG00000033050	659	605	170	568	629	664	455	912	714	1268	599
ENSG00000033100	1237	889	1605	2060	723	1351	956	1381	1044	1126	1032
ENSG00000033122	4	34	1	10	10	9	14	20	21	5	12
ENSG00000033170	1283	596	111	867	1144	816	817	1442	1140	383	1378
ENSG00000033178	8639	5752	2040	4158	4025	2935	4112	8994	5846	1427	6100
ENSG00000033327	1161	568	6292	4573	235	890	246	424	335	382	271
ENSG00000033627	773	698	2295	1197	420	837	288	756	453	1060	409
ENSG00000033800	2203	1588	2476	2580	1372	1236	1110	2215	1474	775	1417
ENSG00000033867	1261	822	145	999	736	436	556	1269	480	101	626
ENSG00000034053	28	6	12	58	24	33	28	109	48	50	55
ENSG00000034152	5650	5027	15615	12618	2420	3625	1603	3696	2145	4773	1711
ENSG00000034239	9089	2484	371	8956	13563	10007	12833	29631	21971	23042	13813
ENSG00000034510	25931	28577	24223	33487	22267	37423	15181	28507	47942	90898	23874
ENSG00000034533	331	207	53	141	262	352	318	620	383	150	317
ENSG00000034677	7893	5494	2398	4011	4465	2229	4374	6971	4997	1450	4447
ENSG00000034693	1436	655	104	551	772	699	1205	2341	1099	406	1551
ENSG00000034713	10390	5195	8003	10575	6694	4879	5894	10074	8635	8870	6149
ENSG00000034971	0	1	0	0	0	0	0	0	0	0	0
ENSG00000035115	5398	2806	341	2165	3823	2266	3540	6421	4028	2504	3225
ENSG00000035141	2831	2061	1014	1892	2497	3714	2864	4289	3018	2977	2453
ENSG00000035403	3384	4659	1400	3095	2717	2674	2270	4576	2510	2518	2264
ENSG00000035499	98	216	28	166	58	32	32	98	22	8	18
ENSG00000035664	349	662	528	855	177	1156	382	480	427	377	89
ENSG00000035681	5724	3157	6920	12115	2150	2629	2174	3639	2374	920	2854
ENSG00000035687	4468	2303	1113	2741	2890	1878	4117	7202	3748	1936	4198
ENSG00000035720	414	103	20	424	627	396	1185	2706	498	232	737
ENSG00000035862	1406	1451	3902	2329	588	502	255	481	553	434	214
ENSG00000035928	1996	1173	761	1217	1348	1203	1235	2441	1659	824	1606
ENSG00000036054	3539	2675	1840	2476	1534	1129	1784	3677	1995	904	2038
ENSG00000036257	3185	2218	3725	2967	1860	1507	1380	2373	1351	676	2157
ENSG00000036448	142	61	30	64	258	124	111	268	551	629	83
ENSG00000036473	4	0	0	0	0	0	0	0	6	0	0
ENSG00000036530	22	6	6	36	66	83	45	201	30	42	58
ENSG00000036549	2603	1598	272	1137	1546	1416	1601	2834	1955	496	2435
ENSG00000036565	2	6	0	4	0	2	4	0	0	2	0
ENSG00000036672	868	373	110	1033	1047	1287	1484	3615	1847	2773	1498
ENSG00000036828	6	2	0	2	0	4	0	2	8	8	2
ENSG00000037042	287	223	62	179	272	473	256	626	415	313	242
ENSG00000037241	1967	1338	503	983	1616	1871	1854	2782	2007	2818	1922
ENSG00000037280	2	9	4	6	0	0	0	2	0	0	4
ENSG00000037474	2735	2582	1023	1882	1794	2136	1519	2877	2317	1434	2323
ENSG00000037637	1003	631	981	1046	951	1074	640	1310	1099	1093	766
ENSG00000037749	1967	1312	694	1111	1256	849	860	1517	1280	704	1175
ENSG00000037757	288	206	114	307	191	199	220	328	206	172	328
ENSG00000037897	362	261	122	281	211	320	186	391	297	641	330
ENSG00000037965	0	38	0	0	40	0	0	0	4	0	0
ENSG00000038002	2423	1547	342	801	1269	1787	1654	2656	2160	1025	1545
ENSG00000038210	2759	2015	664	1810	1416	1189	1652	3282	1813	1367	2692
ENSG00000038219	3113	1704	2549	4522	1355	1735	1510	2726	1392	568	2042
ENSG00000038274	6852	3479	1370	3837	4199	4059	4836	7680	5676	3302	6730
ENSG00000038295	121	90	46	8	37	18	7	40	38	22	66
ENSG00000038358	285	167	524	761	342	381	242	274	140	85	252
ENSG00000038382	1339	2238	1166	1516	1162	1515	1120	1968	675	625	968
ENSG00000038427	2304	298	1312	7227	713	645	680	1136	644	449	1524
ENSG00000038532	832	662	386	874	796	838	547	1425	868	1145	618
ENSG00000038945	573	533	416	481	145	340	256	947	869	167	192
ENSG00000039068	10402	10064	2635	8110	8377	9330	8285	14310	13071	7477	7081
ENSG00000039123	3781	1992	733	1886	2531	1376	2020	4038	2857	1415	2886
ENSG00000039139	13027	5072	370	9214	14420	12805	25809	55653	25328	9242	33449
ENSG00000039319	2229	857	3430	3444	862	526	746	1862	1075	486	1077
ENSG00000039523	561	495	1983	1343	320	672	313	613	362	692	365
ENSG00000039537	22	16	0	4	12	8	164	108	18	74	545
ENSG00000039560	4693	2384	1397	3563	3689	2847	2369	3631	2667	1227	3062
ENSG00000039600	4	15	2	0	4	4	3	29	6	43	6
ENSG00000039650	763	446	613	1214	722	658	456	845	938	2557	517
ENSG00000039987	4	7	1	0	0	0	0	32	2	8	0
ENSG00000040199	314	280	105	140	217	375	303	555	417	149	505
ENSG00000040275	585	674	242	367	290	412	374	961	392	304	309
ENSG00000040341	2361	1533	900	1341	1313	1488	1701	3222	1474	1324	1629
ENSG00000040487	387	432	610	624	337	593	296	572	507	597	302
ENSG00000040531	1204	927	849	1294	1156	1284	703	1476	1259	1218	833
ENSG00000040608	36	18	12	52	32	24	4	10	24	84	20
ENSG00000040633	2447	1966	3390	2699	1544	1217	848	1332	1764	2190	741
ENSG00000040731	0	2	0	0	4	2	0	0	0	0	0
ENSG00000040933	1127	606	438	989	739	640	514	1382	1100	481	681
ENSG00000041353	1970	2800	899	1414	732	1228	1153	2835	1826	516	2153
ENSG00000041357	13838	10300	4341	6745	9663	9618	11252	20256	15442	8697	12397
ENSG00000041515	29	71	13	26	43	50	58	65	34	45	59
ENSG00000041802	1526	1071	738	1129	1386	2300	1104	2132	1917	2182	1410
ENSG00000041880	1173	530	144	795	1028	1768	832	1731	1562	893	1830
ENSG00000041982	8817	3485	711	5746	7441	1404	408	3261	3544	124	5767
ENSG00000041988	486	311	295	325	496	401	256	494	560	932	340
ENSG00000042062	788	351	345	389	317	272	124	278	173	44	313
ENSG00000042088	1133	542	351	629	1001	1044	957	1680	1280	1126	969
ENSG00000042286	575	692	334	595	542	802	496	778	872	1184	380
ENSG00000042304	6	21	0	0	0	2	0	0	0	0	0
ENSG00000042317	1724	711	96	410	1657	1459	2180	4679	2808	1862	2217
ENSG00000042429	263	167	67	137	247	116	154	305	330	184	224
ENSG00000042445	2248	2399	1173	2145	1737	2063	1022	1976	1499	1278	1389
ENSG00000042493	5580	6256	6269	6116	3743	3977	1986	3254	4883	4691	4053
ENSG00000042753	1326	1516	2080	2015	1489	2134	724	1502	1486	6173	907
ENSG00000042781	41	69	0	40	92	76	94	202	148	26	114
ENSG00000042813	21	25	0	2	7	34	53	62	72	36	42
ENSG00000042832	191	150	248	283	146	72	32	49	40	22	44
ENSG00000042980	16918	4393	2052	6139	20439	12848	6511	14020	7761	2707	13157
ENSG00000043039	228	668	189	427	324	160	466	457	424	440	268
ENSG00000043093	3246	2116	960	1836	2024	1238	1719	3511	1888	1107	1935
ENSG00000043143	1124	835	404	817	1083	1390	765	1489	1522	1114	1234
ENSG00000043355	4	6	6	0	2	2	0	0	0	0	0
ENSG00000043462	15120	7003	35834	48486	1083	2571	400	642	822	420	314
ENSG00000043514	1540	840	231	885	1619	2505	2106	4913	2464	2003	2561
ENSG00000043591	598	226	84	364	646	732	929	1530	914	722	956
ENSG00000044012	0	6	14	4	0	0	0	0	2	2	0
ENSG00000044090	945	401	299	737	906	899	581	1355	1103	1276	899
ENSG00000044115	18311	15314	13467	15111	15500	15228	12447	21359	18677	14904	13452
ENSG00000044446	624	322	283	709	483	667	307	636	533	280	406
ENSG00000044459	770	324	60	399	607	529	600	1078	693	456	524
ENSG00000044524	0	4	4	4	2	0	0	2	4	0	0
ENSG00000044574	36798	23304	36742	42714	26281	18309	12936	25592	22153	26434	19290
ENSG00000046604	4783	4264	874	3701	3107	1843	1933	5149	2927	1518	3576
ENSG00000046647	1278	290	221	804	1789	1207	611	2525	1591	812	1156
ENSG00000046651	3422	2160	961	1930	3835	2785	3941	8507	4786	3551	4632
ENSG00000046653	644	280	102	365	832	636	1528	3115	737	549	1301
ENSG00000046774	0	6	0	0	2	0	0	0	0	0	0
ENSG00000046889	34	27	0	10	2	8	8	12	22	14	12
ENSG00000047056	1506	975	935	1530	756	1096	812	1686	969	647	944
ENSG00000047188	3113	2368	674	2031	1590	1826	2614	5161	1763	498	2665
ENSG00000047230	1690	897	205	590	1447	1536	1341	2728	1670	733	1679
ENSG00000047249	2286	1899	2453	2069	1982	1213	1343	2533	1842	1433	1300
ENSG00000047315	6379	4175	2170	3729	3862	3984	4104	6987	3663	1259	5523
ENSG00000047346	9267	5739	2717	5295	4935	4781	7362	12217	5447	1630	7016
ENSG00000047365	3074	2798	1519	2155	1559	1211	1644	4476	2004	1013	2969
ENSG00000047410	3764	1890	3507	5480	2763	4073	2460	4371	3300	1392	2979
ENSG00000047457	9818	6518	4056	11114	12174	9486	5894	4752	6705	5247	2710
ENSG00000047578	1966	691	885	2716	2277	2901	1586	4160	2513	4398	1653
ENSG00000047579	825	412	864	804	611	1119	513	781	935	1640	682
ENSG00000047597	371	144	22	164	417	368	499	1289	348	233	536
ENSG00000047617	30	30	44	28	57	22	10	16	46	14	32
ENSG00000047621	1839	962	304	810	1300	1318	1259	2325	1749	798	1423
ENSG00000047634	1839	610	391	782	560	571	1340	2888	1019	132	1907
ENSG00000047644	1401	503	1258	2169	1115	942	538	1216	1055	946	723
ENSG00000047648	278	178	46	135	174	76	177	529	142	102	192
ENSG00000047662	8	18	20	20	11	13	10	18	9	4	18
ENSG00000047849	1543	1216	872	1993	1648	1810	976	2194	2278	2474	1360
ENSG00000047932	4230	1549	328	1499	2556	1569	2433	4165	2745	1089	3005
ENSG00000047936	14	4	0	4	2	0	2	0	0	0	0
ENSG00000048028	1487	537	188	689	1267	654	491	1077	1048	768	792
ENSG00000048052	673	1041	419	488	353	342	340	943	1330	387	972
ENSG00000048140	1768	1048	1172	1714	1560	2441	1215	1875	2111	2386	1261
ENSG00000048162	910	1403	534	524	496	776	478	895	845	1277	633
ENSG00000048342	4158	1458	165	2970	6413	6231	6459	12379	7731	11884	5691
ENSG00000048392	3284	1694	992	2268	2120	1339	2708	4428	2214	1096	2594
ENSG00000048405	1471	1324	546	972	820	633	1014	1902	1096	529	1204
ENSG00000048462	43	6	0	8	2	6	12	2	8	4	4
ENSG00000048471	913	309	449	1011	756	1077	797	1699	2020	1969	998
ENSG00000048540	69	94	20	14	78	137	84	256	64	4	61
ENSG00000048544	2900	2349	1335	1779	2189	1413	1788	2941	2278	2396	2388
ENSG00000048545	0	0	2	0	0	2	0	2	0	0	0
ENSG00000048649	2238	1331	1341	1526	1549	1310	1362	2557	1661	636	1956
ENSG00000048707	2626	1819	1998	2587	1500	2933	1579	2492	1742	1321	1496
ENSG00000048740	2359	1231	2284	3851	991	1014	1985	2146	508	248	298
ENSG00000048828	13345	8274	2500	8134	9769	7361	6058	12744	12069	9562	6411
ENSG00000048991	1743	903	347	649	893	991	1175	2269	985	428	976
ENSG00000049089	1182	218	477	2656	687	1500	589	1049	1335	1248	458
ENSG00000049130	4218	1758	272	922	1895	684	1540	3650	1595	400	2645
ENSG00000049167	1202	628	122	510	714	663	864	1541	853	435	1119
ENSG00000049192	26	11	40	20	4	32	14	67	28	0	38
ENSG00000049239	2646	1519	1543	2643	2712	3021	1758	2899	1992	2248	1877
ENSG00000049245	5019	3543	3307	4484	4365	5957	3238	5226	5174	4480	5104
ENSG00000049246	994	506	353	488	191	1466	1679	2946	1785	216	3397
ENSG00000049247	12	5	8	13	14	0	1	0	2	14	0
ENSG00000049249	28	13	172	391	4	14	2	24	34	6	0
ENSG00000049283	853	855	1317	958	700	1539	557	1017	721	772	546
ENSG00000049323	542	646	99	378	589	179	209	460	438	203	198
ENSG00000049449	6635	5206	812	3192	4954	3890	6133	8940	7223	5176	5309
ENSG00000049540	1025	82	2	807	1998	358	504	1611	686	543	1450
ENSG00000049541	1135	746	731	1112	726	980	581	1177	818	1551	649
ENSG00000049618	3411	2035	764	2619	2657	2360	2702	5131	3377	2223	3176
ENSG00000049656	3936	1929	2052	3424	3907	4745	2567	4627	3413	4734	3390
ENSG00000049759	5365	3622	2599	4674	5775	5698	6402	12068	5557	9533	4923
ENSG00000049768	4	4	4	8	10	10	2	3	2	14	6
ENSG00000049769	245	149	95	153	344	236	216	383	322	695	199
ENSG00000049860	6413	4982	7830	5006	3990	4700	3807	7130	4828	2842	4887
ENSG00000049883	704	266	64	227	488	408	447	898	556	226	563
ENSG00000050030	576	94	24	214	224	230	661	1202	246	98	554
ENSG00000050130	4893	2309	806	2253	3810	3220	3500	6544	3646	1199	4163
ENSG00000050165	742	248	50	146	796	176	212	326	448	12	1660
ENSG00000050327	1001	835	508	639	810	767	431	799	768	775	495
ENSG00000050344	1809	1589	370	1349	1251	1143	1057	3360	865	470	2319
ENSG00000050393	1095	1128	843	945	933	1069	819	1510	915	1988	849
ENSG00000050405	13084	7191	2783	5324	7212	6191	6317	9994	6523	2280	8361
ENSG00000050426	2651	1513	534	1321	2567	3107	2199	4342	3200	1948	3275
ENSG00000050438	905	276	124	361	568	1875	2098	3082	1619	710	2431
ENSG00000050555	0	2	2	20	3	0	0	0	0	0	0
ENSG00000050628	54	124	10	134	158	28	60	523	22	22	154
ENSG00000050730	239	318	398	1359	133	276	12	48	33	44	27
ENSG00000050748	1640	1280	676	1064	1186	2390	1923	2974	1759	1430	1937
ENSG00000050767	108	38	32	20	68	35	16	18	16	8	44
ENSG00000050820	1948	1638	940	2044	1751	1851	1129	2297	1737	3246	1441
ENSG00000051009	1859	733	1234	2282	1599	1877	996	2594	2256	2362	1504
ENSG00000051108	8778	5542	4521	6665	4000	5046	4984	7850	5483	9177	4954
ENSG00000051128	473	467	549	588	318	230	78	196	130	164	200
ENSG00000051180	137	188	92	136	102	111	43	74	69	83	36
ENSG00000051341	690	361	67	276	501	811	708	1831	756	194	1646
ENSG00000051382	2422	2255	2336	2367	2136	1734	1644	2625	1872	1144	1658
ENSG00000051523	10135	4316	8176	17925	5847	8105	3503	4509	7688	14279	5882
ENSG00000051596	537	364	367	422	947	530	415	662	430	571	673
ENSG00000051620	7379	9270	8105	7752	5524	9202	7197	12234	9748	10146	6232
ENSG00000051825	459	195	120	222	572	202	296	614	426	250	390
ENSG00000052126	5434	2152	387	1966	3987	2644	4275	10011	3803	2118	7065
ENSG00000052344	1241	1406	7497	3353	1016	1026	337	713	700	788	378
ENSG00000052723	1643	1053	578	848	976	650	890	1723	956	772	941
ENSG00000052749	1250	1095	1777	2350	1140	2145	988	2213	1749	2747	1057
ENSG00000052795	1726	925	4759	1946	696	593	1130	2046	629	332	1004
ENSG00000052802	3249	1439	1164	2552	3119	1330	1467	3605	4513	2414	2470
ENSG00000052841	3656	2310	992	2299	3235	3523	2325	5522	3687	1984	3267
ENSG00000052850	0	0	0	1	6	2	2	48	10	0	4
ENSG00000053108	75	30	18	28	54	50	20	93	48	26	12
ENSG00000053254	4344	2482	1923	2623	2898	2813	3201	4678	2766	2442	4185
ENSG00000053328	4	2	6	0	0	6	4	19	3	0	6
ENSG00000053371	1716	666	278	1561	3484	3235	1659	2907	3182	13111	1516
ENSG00000053372	1226	1053	683	1259	897	1392	683	1668	1266	1864	1125
ENSG00000053438	13	78	22	24	6	10	7	20	18	82	8
ENSG00000053501	540	617	230	557	469	367	267	391	624	1541	284
ENSG00000053524	100	69	269	204	33	113	74	74	53	25	29
ENSG00000053702	22	27	10	39	16	35	12	21	13	16	10
ENSG00000053747	2298	1994	1130	5150	2546	918	804	1602	870	393	1397
ENSG00000053770	4190	2873	600	1851	2353	1954	2795	5484	2518	1240	2991
ENSG00000053900	5100	2257	551	1976	3232	2395	3142	6093	5409	1297	3973
ENSG00000053918	530	279	626	1117	746	1212	514	1043	521	917	812
ENSG00000054116	4152	3336	2076	2611	2714	3146	2266	4671	3228	3571	2737
ENSG00000054118	5180	2789	4272	5458	4183	4164	2589	4229	4414	3709	3195
ENSG00000054148	1689	463	568	1367	1341	1536	796	1139	1944	7216	1769
ENSG00000054179	35	11	53	218	106	88	34	72	109	198	70
