"","ICU_06","ICU_25","ICU_26","ICU_27","NON_07","NON_19","NON_20","NON_22","NON_23","NON_26","NON_28","ENSGID","SYMBOL"
"ENSG00000011105",1327,502,523,938,1043,979,310,567,713,450,669,"ENSG00000011105","TSPAN9"
"ENSG00000011114",2690,1424,1063,1755,1630,1116,1620,3209,1906,1399,1582,"ENSG00000011114","BTBD7"
"ENSG00000011132",344,206,367,482,235,229,125,199,151,376,316,"ENSG00000011132","APBA3"
"ENSG00000011143",1188,420,191,1014,1816,2847,1869,3046,2368,2309,1184,"ENSG00000011143","MKS1"
"ENSG00000011198",5978,5355,9226,6663,2656,2555,2332,3709,2619,2096,1515,"ENSG00000011198","ABHD5"
"ENSG00000011201",1624,178,60,495,1640,223,939,1804,679,255,2474,"ENSG00000011201","ANOS1"
"ENSG00000011243",552,540,1129,1082,586,1000,508,944,750,873,522,"ENSG00000011243","AKAP8L"
"ENSG00000011258",2427,1246,488,1317,1257,429,990,2665,1327,577,1313,"ENSG00000011258","MBTD1"
"ENSG00000011260",2865,1682,1057,1483,1817,1147,1868,4481,2542,1700,2104,"ENSG00000011260","UTP18"
"ENSG00000011275",759,381,563,856,599,754,732,1238,773,988,841,"ENSG00000011275","RNF216"
"ENSG00000011295",4939,2323,1428,2773,4123,3951,2218,7351,5505,3199,4382,"ENSG00000011295","TTC19"
"ENSG00000011304",6589,5099,2877,8392,5523,7460,3878,7892,7306,10022,5080,"ENSG00000011304","PTBP1"
"ENSG00000011332",30,28,4,32,50,51,29,50,25,104,13,"ENSG00000011332","DPF1"
"ENSG00000011347",861,370,85,1115,116,655,194,431,533,416,135,"ENSG00000011347","SYT7"
"ENSG00000011376",638,326,221,477,701,792,442,1025,709,494,441,"ENSG00000011376","LARS2"
"ENSG00000011405",3580,1625,719,1916,1829,751,1848,4621,2056,983,2189,"ENSG00000011405","PIK3C2A"
"ENSG00000011422",4230,12295,68508,48922,1376,2701,363,135,642,1584,239,"ENSG00000011422","PLAUR"
"ENSG00000011426",790,1237,271,1125,1061,625,475,1976,342,403,165,"ENSG00000011426","ANLN"
"ENSG00000011451",712,671,410,957,703,734,344,742,542,1143,527,"ENSG00000011451","WIZ"
"ENSG00000011454",2605,1358,1333,1745,2614,2538,1199,3038,2464,1682,2046,"ENSG00000011454","RABGAP1"
"ENSG00000011465",1138,108,139,915,496,87,30,171,35,13,617,"ENSG00000011465","DCN"
"ENSG00000011478",363,194,230,358,196,286,237,434,293,326,227,"ENSG00000011478","QPCTL"
"ENSG00000011485",1094,586,422,1310,1396,1359,1461,2049,1402,1855,1131,"ENSG00000011485","PPP5C"
"ENSG00000011523",2415,500,483,1088,1361,653,592,1283,1169,393,1986,"ENSG00000011523","CEP68"
"ENSG00000011566",3557,1729,855,2052,1755,829,2578,6964,2174,1027,2230,"ENSG00000011566","MAP4K3"
"ENSG00000011590",11,9,0,19,7,5,12,11,19,14,4,"ENSG00000011590","ZBTB32"
"ENSG00000011600",8260,7579,10147,36779,1139,3128,635,744,3327,887,811,"ENSG00000011600","TYROBP"
"ENSG00000011638",1108,1166,1411,1080,1191,1057,470,1090,803,920,646,"ENSG00000011638","TMEM159"
"ENSG00000011677",48,0,20,31,37,31,44,25,28,43,31,"ENSG00000011677","GABRA3"
"ENSG00000012048",445,324,215,425,550,280,392,630,412,308,301,"ENSG00000012048","BRCA1"
"ENSG00000012061",1848,1336,1029,1840,2539,4713,2724,3346,2705,9404,1826,"ENSG00000012061","ERCC1"
"ENSG00000012124",246,68,399,205,63,15,66,7,21,23,21,"ENSG00000012124","CD22"
"ENSG00000012171",279,175,202,617,179,441,195,269,201,578,176,"ENSG00000012171","SEMA3B"
"ENSG00000012174",994,549,320,675,692,318,646,1707,807,372,752,"ENSG00000012174","MBTPS2"
"ENSG00000012211",92,115,189,279,127,170,60,96,97,154,85,"ENSG00000012211","PRICKLE3"
"ENSG00000012223",689,1726,903,3450,3543,2271,198,284,167,658,237,"ENSG00000012223","LTF"
"ENSG00000012232",986,702,1533,1864,639,812,348,553,598,528,532,"ENSG00000012232","EXTL3"
"ENSG00000012660",10704,2708,3673,8657,5577,5670,8684,12248,6607,4668,6902,"ENSG00000012660","ELOVL5"
"ENSG00000012779",3852,3104,5012,14243,1169,1070,204,225,194,185,150,"ENSG00000012779","ALOX5"
"ENSG00000012817",2027,643,397,1080,0,0,642,0,1367,631,673,"ENSG00000012817","KDM5D"
"ENSG00000012822",2502,1445,2822,3739,2348,2972,1585,2346,2337,2620,2328,"ENSG00000012822","CALCOCO1"
"ENSG00000012963",1967,951,854,1306,1480,1330,1782,3507,1758,1395,1343,"ENSG00000012963","UBR7"
"ENSG00000012983",4261,2848,1004,2154,2614,929,2082,5335,3094,1414,2241,"ENSG00000012983","MAP4K5"
"ENSG00000013016",435,603,992,632,178,224,94,219,178,201,110,"ENSG00000013016","EHD3"
"ENSG00000013275",3453,3003,2109,2919,2858,3564,2125,4192,3585,6346,2405,"ENSG00000013275","PSMC4"
"ENSG00000013288",2127,1199,1151,1641,1700,2297,1576,2635,3131,1692,1403,"ENSG00000013288","MAN2B2"
"ENSG00000013297",33,61,16,53,61,8,19,51,44,11,31,"ENSG00000013297","CLDN11"
"ENSG00000013306",2915,2232,2082,3367,2388,5039,2034,3176,2676,8613,2267,"ENSG00000013306","SLC25A39"
"ENSG00000013364",9788,6158,7669,16145,4647,14101,6514,11220,11444,17039,7428,"ENSG00000013364","MVP"
"ENSG00000013374",3052,1592,1161,2762,2715,2602,2164,4106,5923,3100,4713,"ENSG00000013374","NUB1"
"ENSG00000013375",3527,2097,929,2202,2379,1178,1899,3532,2090,2156,1769,"ENSG00000013375","PGM3"
"ENSG00000013392",915,456,213,582,775,518,776,1225,869,688,514,"ENSG00000013392","RWDD2A"
"ENSG00000013441",24064,11838,11149,13194,10795,5022,10569,25221,14398,4304,14372,"ENSG00000013441","CLK1"
"ENSG00000013503",752,524,374,624,552,368,374,1053,680,438,621,"ENSG00000013503","POLR3B"
"ENSG00000013523",351,191,95,348,318,445,203,476,455,253,224,"ENSG00000013523","ANGEL1"
"ENSG00000013561",3471,1868,995,1957,2604,1558,2435,4717,2848,2556,2241,"ENSG00000013561","RNF14"
"ENSG00000013563",367,103,309,389,162,189,106,157,136,138,161,"ENSG00000013563","DNASE1L1"
"ENSG00000013573",1002,990,573,809,405,645,297,1354,491,969,408,"ENSG00000013573","DDX11"
"ENSG00000013583",892,568,644,839,741,547,558,916,718,694,684,"ENSG00000013583","HEBP1"
"ENSG00000013588",6224,18008,8366,10820,3316,2995,1136,2070,2211,6439,1239,"ENSG00000013588","GPRC5A"
"ENSG00000013619",140,70,401,332,92,158,54,303,93,30,319,"ENSG00000013619","MAMLD1"
"ENSG00000013725",160,31,20,130,116,444,104,270,390,212,270,"ENSG00000013725","CD6"
"ENSG00000013810",716,1817,2824,4007,509,1286,408,517,436,1713,278,"ENSG00000013810","TACC3"
"ENSG00000014123",2810,1324,649,2059,1428,762,1916,5036,1817,1025,2042,"ENSG00000014123","UFL1"
"ENSG00000014138",1015,355,136,323,467,701,264,597,601,430,239,"ENSG00000014138","POLA2"
"ENSG00000014164",432,270,730,2013,279,693,170,235,299,647,345,"ENSG00000014164","ZC3H3"
"ENSG00000014216",4695,4608,7321,8942,5235,6652,2342,3082,3640,7209,3447,"ENSG00000014216","CAPN1"
"ENSG00000014257",318,286,338,687,214,211,85,168,127,101,101,"ENSG00000014257","ACPP"
"ENSG00000014641",15706,7543,2888,8319,11209,5467,11448,22162,13175,9656,10015,"ENSG00000014641","MDH1"
"ENSG00000014824",5993,2782,1415,4045,4753,2801,4693,9956,5901,4269,5779,"ENSG00000014824","SLC30A9"
"ENSG00000014914",701,553,153,310,564,148,89,371,204,225,352,"ENSG00000014914","MTMR11"
"ENSG00000014919",1882,795,527,1070,1667,2093,931,2345,2050,1436,1294,"ENSG00000014919","COX15"
"ENSG00000015133",2920,1498,849,2810,4917,5676,5089,9178,5899,6534,3700,"ENSG00000015133","CCDC88C"
"ENSG00000015153",1318,652,555,952,594,412,798,1791,755,436,694,"ENSG00000015153","YAF2"
"ENSG00000015171",4556,1866,798,2109,3125,1433,2715,6641,3670,2346,4054,"ENSG00000015171","ZMYND11"
"ENSG00000015285",577,1020,5035,6255,116,404,67,23,228,236,44,"ENSG00000015285","WAS"
"ENSG00000015475",5029,2838,5863,9081,1966,2892,1481,2593,2281,1787,2213,"ENSG00000015475","BID"
"ENSG00000015479",59,41,32,54,75,22,38,89,49,19,64,"ENSG00000015479","MATR3"
"ENSG00000015532",1037,346,309,773,1364,1666,1410,2098,1334,1288,1041,"ENSG00000015532","XYLT2"
"ENSG00000015676",1656,956,648,1493,1249,2446,1060,2595,1723,3624,1626,"ENSG00000015676","NUDCD3"
"ENSG00000016082",760,378,130,248,526,260,164,560,721,302,614,"ENSG00000016082","ISL1"
"ENSG00000016391",229,139,112,147,192,153,109,184,30,178,45,"ENSG00000016391","CHDH"
"ENSG00000016402",2432,976,439,1634,2381,1414,2826,5116,2749,2505,2699,"ENSG00000016402","IL20RA"
"ENSG00000016602",7409,9624,4280,4026,2711,764,168,2199,791,218,1366,"ENSG00000016602","CLCA4"
"ENSG00000016864",5257,2032,1178,3207,6187,4186,7878,12837,9170,5494,6675,"ENSG00000016864","GLT8D1"
"ENSG00000017260",7995,3579,1657,5131,6071,2379,4135,8513,5478,3384,6043,"ENSG00000017260","ATP2C1"
"ENSG00000017427",12,20,11,21,100,21,75,145,13,68,38,"ENSG00000017427","IGF1"
"ENSG00000017483",250,226,59,440,400,92,51,124,68,187,323,"ENSG00000017483","SLC38A5"
"ENSG00000017797",1863,1383,2737,2841,1498,1834,1423,1910,1299,1865,1145,"ENSG00000017797","RALBP1"
"ENSG00000018189",3778,2089,772,2139,3422,1347,2788,5685,3774,2279,2775,"ENSG00000018189","RUFY3"
"ENSG00000018236",182,91,0,108,78,9,5,105,56,5,102,"ENSG00000018236","CNTN1"
"ENSG00000018280",2984,5801,32123,31629,912,1311,195,147,136,638,128,"ENSG00000018280","SLC11A1"
"ENSG00000018408",4235,3057,711,2231,2988,1085,2613,6467,3384,2190,2228,"ENSG00000018408","WWTR1"
"ENSG00000018510",3087,1936,674,1908,2282,1059,1644,4306,2538,2028,2396,"ENSG00000018510","AGPS"
"ENSG00000018610",755,625,544,828,919,739,690,1422,1132,830,795,"ENSG00000018610","CXorf56"
"ENSG00000018699",1294,716,350,697,984,586,844,1782,1471,1057,1147,"ENSG00000018699","TTC27"
"ENSG00000018869",118,90,24,91,131,47,82,122,90,166,104,"ENSG00000018869","ZNF582"
"ENSG00000019102",4191,2039,4437,3919,2593,5648,2348,3129,3945,6786,3383,"ENSG00000019102","VSIG2"
"ENSG00000019144",108,38,27,132,103,85,40,116,53,68,116,"ENSG00000019144","PHLDB1"
"ENSG00000019169",137,134,635,960,28,54,7,11,7,35,26,"ENSG00000019169","MARCO"
"ENSG00000019186",3380,796,42,1485,3915,243,342,800,950,262,4064,"ENSG00000019186","CYP24A1"
"ENSG00000019485",294,135,79,180,360,277,205,436,339,557,462,"ENSG00000019485","PRDM11"
"ENSG00000019505",14,5,0,37,78,8,107,213,20,28,111,"ENSG00000019505","SYT13"
"ENSG00000019549",753,497,100,665,874,61,135,560,335,20,725,"ENSG00000019549","SNAI2"
"ENSG00000019582",28527,10852,8564,34414,15660,66177,17025,19124,76408,37655,21360,"ENSG00000019582","CD74"
"ENSG00000019991",176,170,58,107,27,13,15,50,39,13,14,"ENSG00000019991","HGF"
"ENSG00000019995",406,312,701,481,224,154,112,195,168,139,227,"ENSG00000019995","ZRANB1"
"ENSG00000020129",982,489,236,737,1278,1352,570,1101,1065,1202,736,"ENSG00000020129","NCDN"
"ENSG00000020256",627,366,218,426,420,310,388,676,519,452,332,"ENSG00000020256","ZFP64"
"ENSG00000020426",2015,1033,454,1317,1929,1217,2061,3456,2659,2154,1785,"ENSG00000020426","MNAT1"
"ENSG00000020577",532,565,229,574,338,252,294,737,430,400,235,"ENSG00000020577","SAMD4A"
"ENSG00000020633",534,307,669,793,391,544,151,269,553,162,343,"ENSG00000020633","RUNX3"
"ENSG00000020922",1200,533,371,841,1094,941,982,1851,1210,832,848,"ENSG00000020922","MRE11A"
"ENSG00000021300",893,352,127,1071,2081,1589,1069,2040,1762,5480,4417,"ENSG00000021300","PLEKHB1"
"ENSG00000021355",25611,25959,28273,46640,9755,12140,6328,10524,14781,8217,6673,"ENSG00000021355","SERPINB1"
"ENSG00000021488",74,39,5,37,100,21,61,92,107,72,81,"ENSG00000021488","SLC7A9"
"ENSG00000021574",2537,1340,651,1653,1257,581,1280,2779,1361,703,1136,"ENSG00000021574","SPAST"
"ENSG00000021645",160,88,4,117,156,40,145,408,283,207,319,"ENSG00000021645","NRXN3"
"ENSG00000021762",583,214,291,612,468,777,421,963,446,758,603,"ENSG00000021762","OSBPL5"
"ENSG00000021776",2669,1275,908,1850,2254,2104,1562,2857,2522,1424,1355,"ENSG00000021776","AQR"
"ENSG00000021826",80,41,4,13,57,13,4,33,49,12,47,"ENSG00000021826","CPS1"
"ENSG00000021852",55,8,23,14,21,6,19,7,0,0,1,"ENSG00000021852","C8B"
"ENSG00000022267",270,136,24,161,224,354,144,329,228,417,103,"ENSG00000022267","FHL1"
"ENSG00000022277",3056,2146,3822,4898,1619,2692,1417,2043,2316,2936,1750,"ENSG00000022277","RTFDC1"
"ENSG00000022556",112,143,126,109,58,317,175,547,580,137,65,"ENSG00000022556","NLRP2"
"ENSG00000022567",1719,1229,2879,3273,1027,1910,880,1571,1486,1673,1344,"ENSG00000022567","SLC45A4"
"ENSG00000022840",4600,5210,12365,7995,3598,7851,2587,3675,3811,9198,2846,"ENSG00000022840","RNF10"
"ENSG00000022976",81,54,133,299,137,267,100,193,190,152,146,"ENSG00000022976","ZNF839"
"ENSG00000023041",2493,1595,1493,1808,1683,1833,1188,2827,1931,1581,1308,"ENSG00000023041","ZDHHC6"
"ENSG00000023171",1596,586,338,722,607,866,404,723,690,662,398,"ENSG00000023171","GRAMD1B"
"ENSG00000023191",4597,3057,2885,5620,3846,5210,3022,5724,4791,7368,4430,"ENSG00000023191","RNH1"
"ENSG00000023228",4082,2346,1256,2931,3471,1836,2926,5639,3558,2532,2949,"ENSG00000023228","NDUFS1"
"ENSG00000023287",7242,4208,5173,6305,4187,2449,4762,10763,4641,2224,5175,"ENSG00000023287","RB1CC1"
"ENSG00000023318",7595,4510,3432,5580,4807,3125,3727,6644,5874,4166,4581,"ENSG00000023318","ERP44"
"ENSG00000023330",1750,1439,2650,2232,1079,2602,1094,2777,1252,3136,1292,"ENSG00000023330","ALAS1"
"ENSG00000023445",2621,3715,2115,4860,2961,1093,1147,2426,2369,1633,2242,"ENSG00000023445","BIRC3"
"ENSG00000023516",4442,1373,528,2044,2559,930,2267,5932,2964,1165,3980,"ENSG00000023516","AKAP11"
"ENSG00000023572",1816,1164,389,961,1118,609,1153,2619,1518,1333,1050,"ENSG00000023572","GLRX2"
"ENSG00000023608",1674,781,3940,1691,786,567,1322,1776,896,699,1337,"ENSG00000023608","SNAPC1"
"ENSG00000023697",2243,1626,1125,1632,1527,1644,1241,2852,2228,1826,1206,"ENSG00000023697","DERA"
"ENSG00000023734",8897,5182,3692,5690,4948,3532,4448,8675,5860,5142,4512,"ENSG00000023734","STRAP"
"ENSG00000023839",334,133,107,153,152,355,319,768,288,303,151,"ENSG00000023839","ABCC2"
"ENSG00000023892",1973,1027,1114,2228,1374,1956,940,1736,2207,951,1124,"ENSG00000023892","DEF6"
"ENSG00000023902",711,434,1562,1788,352,925,342,532,577,757,568,"ENSG00000023902","PLEKHO1"
"ENSG00000023909",5972,4178,2082,4720,3627,1888,3707,10799,3976,2796,3863,"ENSG00000023909","GCLM"
"ENSG00000024048",4038,1944,2421,3979,2530,2041,2234,5274,3359,1635,3976,"ENSG00000024048","UBR2"
"ENSG00000024422",239,690,143,506,309,150,26,72,111,384,120,"ENSG00000024422","EHD2"
"ENSG00000024526",316,539,85,387,273,153,226,846,199,245,88,"ENSG00000024526","DEPDC1"
"ENSG00000024862",3132,1701,1418,2271,3072,3219,3199,4251,4907,4205,2689,"ENSG00000024862","CCDC28A"
"ENSG00000025039",3230,2171,3522,3032,2791,3160,3460,5634,4180,3261,2714,"ENSG00000025039","RRAGD"
"ENSG00000025156",2076,998,632,1339,1801,1113,2180,4302,2458,1220,1808,"ENSG00000025156","HSF2"
"ENSG00000025293",1974,1108,1827,2231,1490,1324,1432,2222,1525,1425,1686,"ENSG00000025293","PHF20"
"ENSG00000025423",36,24,9,28,44,122,118,479,47,66,22,"ENSG00000025423","HSD17B6"
"ENSG00000025434",464,226,132,361,413,521,223,493,374,636,387,"ENSG00000025434","NR1H3"
"ENSG00000025708",3397,1917,2977,14368,3683,3701,2209,4751,6994,2849,8775,"ENSG00000025708","TYMP"
"ENSG00000025770",1039,586,999,1497,677,1227,707,1209,1139,1301,987,"ENSG00000025770","NCAPH2"
"ENSG00000025772",1128,688,480,1239,1136,2488,1307,1954,1854,3884,1160,"ENSG00000025772","TOMM34"
"ENSG00000025796",8182,3506,2093,5228,5356,3198,6069,12099,6955,4046,6102,"ENSG00000025796","SEC63"
"ENSG00000025800",1359,1126,968,1405,1408,1221,857,1752,1241,1450,997,"ENSG00000025800","KPNA6"
"ENSG00000026025",7929,12624,11755,19643,2354,2505,1676,2551,3773,1868,1127,"ENSG00000026025","VIM"
"ENSG00000026036",19,20,27,49,13,18,4,17,1,17,9,"ENSG00000026036","RTEL1-TNFRSF6B"
"ENSG00000026103",4062,1351,1522,3215,1701,831,1370,2894,2009,506,2639,"ENSG00000026103","FAS"
"ENSG00000026297",2180,1140,2367,4124,550,2230,953,1388,1369,2665,929,"ENSG00000026297","RNASET2"
"ENSG00000026508",48048,32355,43621,70663,13953,8986,4249,15143,7613,4482,13778,"ENSG00000026508","CD44"
"ENSG00000026559",8,10,15,31,33,18,8,25,11,16,35,"ENSG00000026559","KCNG1"
"ENSG00000026652",940,690,183,556,980,1083,423,1678,291,1259,314,"ENSG00000026652","AGPAT4"
"ENSG00000026751",961,900,2974,3932,306,263,153,211,612,201,695,"ENSG00000026751","SLAMF7"
"ENSG00000026950",1414,329,720,1980,717,2260,591,1273,2301,466,1071,"ENSG00000026950","BTN3A1"
"ENSG00000027001",2392,869,399,1450,3065,2323,3322,6536,4724,5796,5771,"ENSG00000027001","MIPEP"
"ENSG00000027075",1416,1194,2484,2171,651,906,392,908,740,607,639,"ENSG00000027075","PRKCH"
"ENSG00000027697",15638,7983,17298,20954,5744,6886,3949,9595,5283,3925,8818,"ENSG00000027697","IFNGR1"
"ENSG00000027847",823,403,313,793,696,1222,603,1081,1188,1427,845,"ENSG00000027847","B4GALT7"
"ENSG00000027869",68,40,57,80,32,50,17,23,89,45,59,"ENSG00000027869","SH2D2A"
"ENSG00000028116",593,338,437,571,419,284,292,622,468,244,509,"ENSG00000028116","VRK2"
"ENSG00000028137",5380,5588,38769,56749,887,1545,251,150,410,786,231,"ENSG00000028137","TNFRSF1B"
"ENSG00000028203",2665,1573,867,1704,1718,1066,1692,3973,2283,1570,1886,"ENSG00000028203","VEZT"
"ENSG00000028277",296,350,645,694,209,184,159,385,239,298,355,"ENSG00000028277","POU2F2"
"ENSG00000028310",1076,659,629,1245,726,1496,821,2217,1216,1621,1000,"ENSG00000028310","BRD9"
"ENSG00000028528",3210,2110,1808,3141,2589,2504,1342,2160,2219,2977,1893,"ENSG00000028528","SNX1"
"ENSG00000028839",1945,1327,396,990,1524,705,1330,2353,2013,1382,1031,"ENSG00000028839","TBPL1"
"ENSG00000029153",2072,2588,2091,2438,1425,1123,782,1808,1196,1466,800,"ENSG00000029153","ARNTL2"
"ENSG00000029363",15180,6528,4578,10131,9888,5458,10525,20172,12180,5747,10939,"ENSG00000029363","BCLAF1"
"ENSG00000029364",5286,3280,2225,3540,4207,4747,2266,7282,5480,3462,3444,"ENSG00000029364","SLC39A9"
"ENSG00000029534",111,82,40,48,97,94,35,143,135,71,73,"ENSG00000029534","ANK1"
"ENSG00000029639",576,323,189,313,545,465,592,1091,851,543,392,"ENSG00000029639","TFB1M"
"ENSG00000029725",2173,788,654,1311,1204,693,1388,3279,1563,669,1906,"ENSG00000029725","RABEP1"
"ENSG00000029993",3289,2017,1174,2263,3752,3013,1247,2226,1709,2887,1436,"ENSG00000029993","HMGB3"
"ENSG00000030066",2831,1369,627,1590,1710,795,1433,3813,2007,1142,2098,"ENSG00000030066","NUP160"
"ENSG00000030110",1555,860,953,927,1077,1182,508,860,1327,917,858,"ENSG00000030110","BAK1"
"ENSG00000030419",5074,3156,1095,3250,3253,1469,3345,8692,4797,2331,3333,"ENSG00000030419","IKZF2"
"ENSG00000030582",7341,6542,31998,15648,3550,8426,2492,4386,4261,5678,3012,"ENSG00000030582","GRN"
"ENSG00000031003",3819,1699,1218,2036,2010,1063,1519,3377,2145,1258,2336,"ENSG00000031003","FAM13B"
"ENSG00000031081",130,96,341,503,132,174,39,59,94,71,94,"ENSG00000031081","ARHGAP31"
"ENSG00000031691",637,278,145,411,334,153,300,788,337,185,453,"ENSG00000031691","CENPQ"
"ENSG00000031698",2888,2114,1973,2603,2317,3615,1815,2624,3287,5620,2132,"ENSG00000031698","SARS"
"ENSG00000031823",1243,806,914,1336,1126,1439,815,1511,1178,2091,1250,"ENSG00000031823","RANBP3"
"ENSG00000032219",1544,812,1164,1499,716,434,749,1414,1001,334,967,"ENSG00000032219","ARID4A"
"ENSG00000032389",1422,843,594,1234,1770,1815,1059,2156,2021,2531,1847,"ENSG00000032389","TSSC1"
"ENSG00000032444",1761,1744,1993,3211,726,901,362,597,657,1241,639,"ENSG00000032444","PNPLA6"
"ENSG00000032742",3337,1091,506,2683,4444,2781,7012,10951,7097,3700,5985,"ENSG00000032742","IFT88"
"ENSG00000033011",685,290,233,712,626,685,658,1036,630,541,485,"ENSG00000033011","ALG1"
"ENSG00000033030",2512,1523,819,1355,1701,761,1295,2824,1695,1128,1357,"ENSG00000033030","ZCCHC8"
"ENSG00000033050",724,631,254,655,633,698,340,936,729,1151,500,"ENSG00000033050","ABCF2"
"ENSG00000033100",1340,766,1578,2067,787,1337,911,1456,1104,1197,943,"ENSG00000033100","CHPF2"
"ENSG00000033122",9,27,1,17,13,4,10,24,24,8,6,"ENSG00000033122","LRRC7"
"ENSG00000033170",1250,495,197,932,1174,496,645,1563,1227,583,1500,"ENSG00000033170","FUT8"
"ENSG00000033178",9077,4962,2644,5036,4427,1904,3436,9302,6220,2091,5460,"ENSG00000033178","UBA6"
"ENSG00000033327",1128,573,6805,4803,242,796,230,440,348,397,254,"ENSG00000033327","GAB2"
"ENSG00000033627",779,749,2082,1165,408,959,307,727,444,985,441,"ENSG00000033627","ATP6V0A1"
"ENSG00000033800",2292,1494,2253,2581,1357,1013,1172,2173,1505,999,1588,"ENSG00000033800","PIAS1"
"ENSG00000033867",1333,697,272,1132,735,190,575,1237,567,210,549,"ENSG00000033867","SLC4A7"
"ENSG00000034053",25,7,12,46,25,40,35,91,45,48,80,"ENSG00000034053","APBA2"
"ENSG00000034152",5547,5646,13923,11678,2259,4317,1820,3457,2048,4344,1916,"ENSG00000034152","MAP2K3"
"ENSG00000034239",7285,2825,749,7241,13425,7405,20099,26685,19978,21331,17521,"ENSG00000034239","EFCAB1"
"ENSG00000034510",26053,32241,23440,32683,22366,42018,15045,29406,44985,80952,24756,"ENSG00000034510","TMSB10"
"ENSG00000034533",343,167,86,189,298,267,320,629,412,223,164,"ENSG00000034533","ASTE1"
"ENSG00000034677",8360,4837,2760,4556,4742,1733,3883,7407,5343,1804,3842,"ENSG00000034677","RNF19A"
"ENSG00000034693",1460,512,179,682,920,381,1028,2445,1264,608,1344,"ENSG00000034693","PEX3"
"ENSG00000034713",9486,6011,7909,9636,6207,5719,6329,9062,8390,8125,6861,"ENSG00000034713","GABARAPL2"
"ENSG00000035115",5250,2674,634,2621,3875,1410,3695,6414,4207,3018,2689,"ENSG00000035115","SH3YL1"
"ENSG00000035141",3153,1718,1117,2093,2770,3096,2389,4765,3348,3295,2059,"ENSG00000035141","FAM136A"
"ENSG00000035403",3989,4229,1857,3738,2872,2108,1834,4772,2796,2869,1599,"ENSG00000035403","VCL"
"ENSG00000035499",135,215,51,199,56,26,30,92,28,14,9,"ENSG00000035499","DEPDC1B"
"ENSG00000035664",155,502,723,1283,104,690,287,597,623,422,116,"ENSG00000035664","DAPK2"
"ENSG00000035681",5508,2943,5706,9593,2279,2679,2359,3769,2588,1453,3745,"ENSG00000035681","NSMAF"
"ENSG00000035687",4782,2066,1173,2912,3073,1703,3676,7708,3990,2034,3759,"ENSG00000035687","ADSS"
"ENSG00000035720",377,95,32,386,667,303,1471,2413,577,329,730,"ENSG00000035720","STAP1"
"ENSG00000035862",1373,1705,3399,2175,524,616,299,451,502,405,241,"ENSG00000035862","TIMP2"
"ENSG00000035928",1993,1065,877,1376,1398,896,1153,2449,1712,1049,1558,"ENSG00000035928","RFC1"
