genesymbols	Developing Ciliated Cells	SPRR2D high Squamous Cells	KRT24 KRT13 high Secretory Cells	ITGAX high Macrophages	B Cells	FOXJ1 high Ciliated Cells	CD8 T Cells	SERPINB11 high Secretory Cells	Inflammatory Macrophages	MSR1 C1QB high Macrophages	Dendritic Cells	MUC5AC high Goblet Cells	CCL5 high Squamous Cells	SCGB1A1 high Goblet Cells	BPIFA1 high Secretory Cells	Deuterosomal Cells	Basal Cells	Early Response FOXJ1 high Ciliated Cells	Early Response T Cells	Ionocytes	Interferon Responsive Macrophages	BPIFA1 and Chemokine high Secretory Cells	Cilia high Ciliated Cells	Mitotic Basal Cells	Interferon Responsive Ciliated Cells	AZGP1 high Goblet Cells	BEST4 high Cilia high Ciliated Cells	Developing Secretory and Goblet Cells	FFAR4 high Macrophages	AZGP1 SCGB3A1 LTF high Goblet Cells	HOPX high Squamous Cells	Plasmacytoid DCs	Enteroendocrine Cells	Early Response Secretory Cells	VEGFA high Squamous Cells	Interferon Responsive Cytotoxic CD8 T Cells	Interferon Responsive Secretory Cells	Mast Cells
ABHD14B	1	1	1	1	1	365.862342729332	1	1	1	1	1	1	1	1	1	1	1	336.304410313236	1	544.219980709723	1	1	1	1	308.24298186934	292.489688279062	1	1	201.011903484952	569.625778688938	1	772.481406718037	1	206.796092742537	1	1	1	1
ABHD15	1	1	1	1	2179.81975600855	1	1	1	1	483.617657931296	1	1	1	1	1	1	1	185.43815684112	1	1	1	569.181818181818	1	1	1	1	1	1	94.8508980262642	1	1	613.745098039216	1	1	1	168.997096611796	1	1
ABHD15.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABHD16A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.125186479654	1	1	1	1	1	1	1	1	1
ABHD16B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABHD17A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	396.256916996047	1	1	1	1	201.24870751858	1	1
ABHD17B	1	831.308877880935	1	1	1	533.673742230316	1	1	1	1	1	1	1	1	1	1	1	592.838255661283	1556.65829936275	1	1	1613.90322580645	1	2492.22546640079	401.292323951758	1	537.716849876464	1	1	208.140090173528	1651.16501650165	1	1	471.129909273728	948.814759410907	388.67929479293	1	6370.42675159236
ABHD17C	1	1052.39731690629	605.092842102029	1	1	1	1	933.616306761986	1	517.393597805623	1	1	1	1	1	1	1	208.697351382958	1	1	1	1	1	1	1	734.249272523185	1	1	452.901894878222	263.215876234205	5556.55555555556	1	1	757.29591586083	1825.56462475162	1	1	1
ABHD18	1	1	1	1	1	1	1	1	1	1	1	1534.74052338824	1	1	1	1	1	1	751.492831674145	1	1	1	1	1	1	1	487.49932319508	1	1	438.828081411821	826.082508250825	1	1	1	1	1	1467.27565982405	1
ABHD2	4717.89882292345	1201.56466690072	2614.69195234735	1286.68662778197	1	4470.25907795832	1	2664.83969906925	983.934323380904	2959.60600939976	983.534401002045	1630.27536932626	2798.69370159308	1558.95500158213	387.057743130489	2256.91106630225	1371.64408547685	6055.28112656118	1116.61422103709	4635.45432967653	1033.17841251224	921.810313075506	2535.92218000053	667.317988823796	3567.90811622829	2881.14414808603	2333.57773836322	1102.26690294155	5706.71550966519	1450.83203391739	6381.63806380638	1488.04491297922	5565.96122335019	1594.41840048263	2287.87097038688	2613.52580393243	1	1
ABHD3	1	451.965871113677	476.050553637489	1	1	442.54124964307	1	1	1	789.336297994956	1	1	1	1	1	1	1	475.928569778079	1	949.373852306439	1	1	1	1	225.099008305791	460.087891153828	1	1	1615.1280555606	1	1	1	1	480.356652064976	501.423495767537	580.278793064556	1	1
ABHD4	1	382.371024462245	255.199383801362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	348.682036698679	1	1	1	1	1	369.990066616836	1	1	142.54800727825	1175.82617580447	791.513833992095	1	1	395.077162845072	414.978603507312	1	1	3185.71337579618
ABHD5	1	4141.85811363841	1499.79747077786	2165.16774866123	1	460.83204310566	1	1529.9566281874	1919.60178351169	2173.86318726524	1112.93926702899	1365.0054394563	4667.48367828239	1277.60351365374	1274.47783886728	1	804.564155223608	692.91012234805	1317.25020118547	1314.8117908332	1	1613.90322580645	1	1	287.80243833563	1195.09286331615	1	278.892303365611	3690.54848909105	210.771458959492	11060.2912573111	1	1	2289.06688803638	3983.79618531797	1144.97995934919	1719.21305841924	1
ABHD6	1	1	1	1	1	577.04542998137	1	1	1	1	1	1	1	1	1	1	1	483.380498600306	1	1	1	1	1	1	522.855354017361	1	1	1	301.292800612012	1	1	895.454382826476	1	1	1	1	1	1
ABHD8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABI1	1863.59247733542	2499.64065519339	2399.24990838546	2946.09849483773	7957.07816412954	1360.89788477964	2610.16893838692	1891.04001750628	3670.21588927793	2264.90776256316	3754.60258934382	1253.66325572431	4419.62265099612	1380.17331283071	3259.18651333153	882.9247744592	1854.55782310922	1637.25984371638	1298.19676334249	1524.36749132441	1516.73244456353	1	983.697951252826	602.723054656337	1164.06434930878	1137.04557515645	1112.31913904722	1500.8567308279	3370.2914939686	1668.95467306313	1977.28458498024	582.395348837208	1	1658.40966104763	2802.24455374891	2044.82416743983	4399.82697947214	6370.42675159236
ABI2	2235.0476000697	1	665.85033248986	1	1	2236.88807664558	1	1	1	1	1	1227.26936840211	1	673.222013133882	1	1763.77898508195	1334.62451130161	1779.63162756604	1	536.739018686655	433.213826654763	1	2343.56446310039	1	1212.68425623631	256.32843139665	1978.06512040823	1403.02010304783	59.4638962067017	1	396.256916996047	4673.89719626168	1	763.873445912183	195.948025310225	1	1719.21305841924	1
ABI3	1	1	1	1	1	1	1	1	1	1081.48394156288	1009.60356948527	1	1	1	1	1	1	1	1452.5816650969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	823.756709416394	1	1
ABI3BP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABL1	1	1	1	1	1	294.145889023961	1	1	1	1	1	1	1	1	1	1	608.157816347233	354.46965023732	898.534217038699	297.798804544643	1	1	1	1	408.086824337063	609.463595389186	528.701727316251	1	211.958323845344	592.123493433851	2476.24752475248	582.395348837208	1	404.529419162047	333.705498353699	472.341212407199	1	1
ABL2	1	1363.88335470415	1	3250.4764837051	1	827.290747810178	1	1	6148.49658771623	1678.71376559804	8518.72255662901	1	1	1	1	1	984.873392008306	506.428314117005	1	1	1748.62726620186	1	1	3033.73785706656	384.000288683267	1	415.199133918112	1	122.425274238418	562.492948835161	1	325.254215304799	1	1320.9782593142	2509.08689897767	791.671708034938	1	3185.71337579618
ABLIM1	4085.26771658048	2706.38634806388	5259.98656744308	1	1393.99102388947	2836.76399549382	2860.72151682823	4537.3116956878	1	1	1	4399.5959059095	4545.38146491128	4945.34485844564	4300.63738101258	3129.83582694622	1836.40330003216	3439.55923552609	1789.85149205437	912.282509356182	1	1613.90322580645	1753.2457911732	709.654550122776	2521.11593394749	6412.00983834921	1818.1542911511	1438.0133206121	1	3782.76853747334	1582.02766798419	895.454382826476	1	6602.95693840843	4313.72893106569	2368.19494094804	1	1
ABLIM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2933.55131964809	1
ABLIM3	1	866.060813369636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	339.457416207502	1	1	1	1	826.082508250825	1	1	1	1061.86757409145	1	1	1
ABO	1	1	852.081632456798	1	1	1072.03882746664	1	1	1	1	1	1339.25213705803	1	1230.81806414083	1	1199.38672423238	1	664.781746367182	1	1	1	4839.70967741936	1	1	598.91452191599	353.068160654224	538.672135388803	1456.35117808299	1	1	1	1	1	715.388214732902	1	1	1	1
ABR	1	1	336.054837883427	2118.67192698075	1	615.338921501858	1	549.675481259524	1251.79768056012	1291.37186567057	1012.15136032544	1382.44971515561	1	1663.18980528891	1	1	1307.76078537725	523.580389183249	2111.49982435726	1107.06905769909	1962.12419221507	1	1352.26251789722	4101.92974613361	796.224607443723	869.461541697932	1587.06147225729	2494.6180386603	2725.37362860586	2666.04688197411	396.256916996047	1420.98983732763	1	953.31975080986	446.501375898013	1297.7488140334	5866.10263929619	1
ABRA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABRACL	1	1923.96208756627	848.403866729512	1022.65480229976	1	1	1	1052.59961095689	693.501527175481	1270.30458442768	851.008619369739	1	1	717.894485624993	1	1	1	1	1152.92003567751	1	1486.55593844978	569.181818181818	1	3875.97234688189	316.172815426383	889.974328500992	1	1	2054.767057063	1	5556.55555555556	1226.49019607843	1	258.951509906397	846.252649904237	1390.05844722141	1	1
ABRAXAS1	1122.54390602738	1	1	1	1	365.938028358932	1	1	1	1	1	1	1	1	1	1	1	319.800060586686	1	1	1	1	1	1	386.249156329104	1	1	1	806.843686785134	1	1	448.227191413238	2126.48428755919	1	1	1	1719.21305841924	1
ABRAXAS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	327.685945198962	301.263659353072	277.444351477265	574.629410491114	1	1	1	278.436089404647	129.405271259267	1	1	567.071747169318	1	1	1	1	299.603537950595	340.899130262336	694.702537084832	1	1
ABT1	1	1	1	1	1357.67132707815	1	1	1	1	1	1	1	1	1	1	1	1	86.7206678559507	1	1	1	1	1	1	223.918588438675	323.503707427718	1	1	1	431.915859305729	1	1	1	324.409339142039	229.833397641128	486.382112011247	1	3185.71337579618
ABTB1	1	1	1	1	1	1	1	1	1	598.972050991038	1	1	1	1	1	1	1	149.575705210084	688.110320265009	1	1	1	1	1	1	1	1	1	1	415.280180347056	1	1	1	1	221.536836066222	425.48737377557	1	1
ABTB2	1	870.093435644152	1	1	1	1	1	1	1	1	913.468568544706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	215.909733649751	1	1	1	1	4126.41254125413	1	1	1	870.455241267771	1	1719.21305841924	1
AC000032.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000035.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000036.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000058.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000061.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000067.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000068.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000068.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000068.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000093.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000099.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000123.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000124.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000372.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC000403.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC001226.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC001226.2	1	1	1	1	1831.97479564368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002056.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002064.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002064.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002066.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002070.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002074.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002076.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002091.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002091.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002094.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3401.19130746697	1	1	1	1	1
AC002101.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002115.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002116.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002127.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002128.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002306.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002310.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002310.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002310.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002347.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002347.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002351.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002368.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002375.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002378.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002383.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002384.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002386.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002398.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002398.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002401.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002401.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002401.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002401.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002428.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002428.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002429.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002451.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002454.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002456.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002463.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002464.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002465.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002467.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002470.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002472.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002480.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002480.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002480.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002511.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002511.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002546.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002550.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002550.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002553.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002553.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002558.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002563.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC002985.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003001.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003002.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003002.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003005.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003006.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003009.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003035.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003035.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003043.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003043.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003070.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003070.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	396.256916996047	1	1	1	1	1	1	1
AC003084.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003087.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003092.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003092.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003098.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003101.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003101.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003102.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003666.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003681.1	1	484.942491706855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	132.982733192158	1	1	1	1	1	1	1	1	1	1	1	1169.22429906542	5493.61672744664	1	143.684897809644	1	1	1
AC003682.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003684.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003685.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003688.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003956.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC003958.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
